Age,Income,SpendingScore,NumPurchases,CreditScore,Gender,City,IsSubscribed,MaritalStatus,YearsWithCompany,HasCreditCard,SatisfactionScore,Target
22,83917.58,36.42,3,709.01,Male,CityA,1,Married,18,0,3.8,164.2
52,47295.58,65.13,4,663.43,Female,CityA,0,Married,1,0,3.75,148.84
40,45129.11,13.17,1,725.5,Female,CityA,1,Divorced,25,0,7.01,180.48
46,27699.15,88.98,5,663.68,Male,CityB,0,Married,33,0,7.35,193.31
60,50415.57,50.81,3,682.76,Male,CityB,0,Married,13,1,9.43,166.22
28,40153.65,45.49,4,606.4,Male,CityC,1,Married,14,0,3.02,141.74
35,84630.23,59.0,4,641.34,Female,CityA,0,Married,19,0,5.21,182.84
64,75147.26,62.85,4,717.74,Male,CityB,1,Married,33,0,3.25,209.01
29,49677.74,8.11,1,656.56,Female,CityB,0,Single,35,0,1.72,116.62
26,93786.54,68.58,4,753.19,Female,CityB,0,Married,18,0,4.63,193.54
27,74726.48,24.95,3,652.31,Female,CityA,1,Single,8,0,4.37,146.38
61,55127.53,71.68,2,722.66,Female,CityA,1,Married,6,0,3.43,179.35
34,22508.91,82.43,5,661.91,Male,CityC,0,Single,29,1,3.67,160.22
55,94364.14,80.59,4,719.27,Male,CityA,0,Married,12,1,4.24,208.56
24,39156.41,55.7,3,623.26,Female,CityB,1,Married,26,1,9.9,163.07
63,35319.02,52.5,4,677.34,Male,CityC,1,Married,34,1,8.05,182.83
30,75338.56,15.14,4,657.69,Male,CityA,1,Married,12,1,1.64,128.51
57,96596.29,77.76,3,744.16,Male,CityA,0,Divorced,14,0,8.85,212.63
59,80764.09,27.87,1,723.11,Female,CityA,1,Married,8,0,6.7,165.94
26,68458.64,50.17,2,638.37,Male,CityA,1,Single,22,0,9.02,158.82
67,68921.32,29.14,0,689.84,Male,CityB,0,Divorced,35,0,4.08,175.07
44,72801.23,14.25,4,661.38,Male,CityA,1,Divorced,39,1,5.18,170.31
19,71383.93,63.33,1,747.51,Male,CityB,1,Married,2,1,9.07,158.18
22,64217.87,6.38,5,763.58,Male,CityB,1,Single,33,0,3.45,153.82
46,61563.02,75.12,1,627.92,Male,CityB,1,Single,18,0,9.24,184.46
54,59061.1,32.44,4,741.34,Male,CityC,0,Divorced,27,1,8.46,174.85
55,48690.53,1.01,1,658.84,Male,CityB,1,Single,22,1,9.83,144.9
36,55789.87,51.6,6,687.35,Male,CityA,1,Married,39,1,3.92,148.92
25,34605.65,5.64,4,701.61,Male,CityC,1,Married,6,0,3.12,119.5
65,58524.91,28.34,1,790.83,Female,CityA,1,Married,40,0,3.98,192.69
62,45171.13,70.99,3,649.81,Male,CityB,1,Married,11,1,9.59,196.37
18,43446.16,7.21,3,741.74,Female,CityA,1,Married,13,1,4.0,129.33
39,62698.41,84.09,4,641.42,Male,CityC,0,Divorced,14,0,6.09,195.25
69,80880.03,1.38,2,637.97,Female,CityC,0,Married,2,0,4.63,123.72
34,73774.75,25.44,4,701.42,Female,CityA,0,Married,14,0,4.57,145.99
24,36442.49,74.35,3,701.09,Male,CityA,1,Divorced,23,0,2.74,174.6
42,45155.58,32.31,3,558.38,Female,CityA,1,Divorced,7,1,5.83,145.67
62,74111.57,11.09,2,757.98,Female,CityC,1,Divorced,4,1,8.64,170.18
21,45262.69,36.66,4,593.04,Female,CityB,0,Single,3,1,1.45,107.77
53,56630.5,27.77,3,692.7,Male,CityA,1,Single,13,0,9.0,156.65
23,68250.78,84.43,1,766.38,Female,CityB,0,Married,15,0,6.99,176.1
48,45474.83,32.02,1,810.46,Female,CityC,1,Married,19,0,6.55,158.01
36,61580.63,79.1,2,681.85,Male,CityA,1,Married,23,1,6.63,189.39
61,39989.62,89.3,2,628.35,Female,CityA,0,Single,5,1,3.67,158.7
56,50979.49,43.95,1,764.53,Female,CityC,0,Married,30,1,4.74,155.58
44,64796.73,91.08,6,743.26,Female,CityA,0,Married,5,0,8.19,192.8
27,36105.09,38.35,2,675.55,Male,CityB,0,Single,34,0,3.76,114.91
43,66607.12,96.44,5,669.21,Female,CityC,0,Divorced,14,1,5.23,192.2
36,59705.43,9.84,7,664.13,Male,CityC,0,Single,28,0,1.18,149.51
56,68287.35,69.01,5,682.77,Female,CityA,1,Married,2,1,7.6,180.81
20,63358.71,49.89,4,715.8,Female,CityC,0,Single,10,1,4.76,148.86
62,80462.11,39.38,3,671.7,Female,CityA,1,Divorced,2,1,5.73,176.73
30,61878.37,63.64,4,678.02,Female,CityA,1,Divorced,27,1,2.03,176.18
67,53558.92,70.68,1,732.06,Male,CityC,1,Divorced,9,0,9.93,199.52
45,61834.46,1.43,2,625.88,Female,CityA,1,Divorced,32,0,3.72,137.39
37,68149.47,17.53,4,681.2,Male,CityB,1,Divorced,15,0,6.71,154.37
45,60732.9,71.59,1,616.2,Female,CityB,0,Divorced,9,0,6.23,158.03
25,60608.88,66.97,4,705.42,Male,CityA,0,Married,32,0,8.07,171.31
58,49470.12,96.64,6,603.03,Female,CityB,0,Married,35,0,3.64,185.11
56,50056.49,76.34,3,744.5,Female,CityA,1,Single,2,1,7.8,176.55
18,38960.92,95.13,1,634.27,Male,CityB,0,Married,4,0,4.44,152.93
20,86243.65,70.55,2,611.37,Male,CityC,1,Divorced,11,0,4.7,165.08
30,41342.05,30.51,4,681.82,Male,CityA,1,Married,12,0,7.05,153.74
45,49606.42,11.43,3,785.56,Male,CityA,1,Single,23,1,8.06,180.76
66,49223.89,78.4,1,735.56,Female,CityA,1,Divorced,31,0,7.0,202.95
42,73423.87,64.77,7,603.88,Male,CityA,0,Married,15,1,9.1,183.54
50,55575.75,5.77,2,632.84,Male,CityA,0,Married,31,0,3.57,121.96
55,78716.13,36.64,5,680.22,Male,CityA,0,Single,36,0,9.11,202.31
23,49897.64,95.72,6,811.92,Female,CityC,0,Divorced,35,0,2.18,205.92
61,64184.91,50.54,1,653.05,Female,CityC,0,Single,20,1,6.94,165.28
62,47469.79,43.84,0,653.46,Female,CityB,1,Divorced,11,1,5.93,153.12
49,92177.24,46.31,2,776.37,Female,CityA,0,Divorced,20,0,5.45,178.34
62,42186.02,21.68,3,709.75,Male,CityB,1,Married,20,0,3.8,173.0
64,64647.31,37.5,5,752.65,Female,CityB,1,Single,5,0,5.53,186.94
38,69506.65,37.61,0,663.65,Male,CityC,1,Single,8,1,2.46,142.66
33,66206.99,6.18,0,694.92,Female,CityB,0,Single,0,1,4.32,135.22
38,57220.69,76.99,3,765.78,Male,CityC,1,Divorced,11,0,1.89,193.75
28,58052.69,42.23,4,692.76,Male,CityB,1,Single,13,1,6.15,164.41
54,60657.17,82.4,3,756.15,Male,CityA,0,Divorced,5,1,1.86,172.12
53,57794.97,85.18,4,719.36,Male,CityB,1,Single,0,1,2.44,172.27
52,74458.19,21.99,3,648.02,Male,CityC,1,Single,21,1,1.77,165.74
36,93157.85,66.08,5,699.18,Female,CityC,1,Married,33,0,4.43,201.43
37,51637.62,47.76,6,749.07,Male,CityC,0,Single,10,0,8.58,165.18
35,39452.96,88.14,3,733.47,Male,CityB,1,Married,2,1,9.16,182.85
64,58675.77,22.36,4,697.99,Male,CityB,1,Married,5,1,1.65,145.14
58,98695.64,68.1,1,605.41,Male,CityC,0,Divorced,5,1,6.71,194.54
66,47944.88,61.17,3,610.2,Female,CityA,0,Single,19,0,7.16,174.88
31,84586.75,30.23,3,620.83,Female,CityA,1,Single,20,0,5.8,167.16
32,85165.51,14.52,2,674.48,Male,CityB,0,Single,1,1,7.0,136.88
48,51696.18,65.51,4,681.14,Male,CityB,0,Married,25,1,3.1,159.84
18,68534.75,74.12,3,626.23,Male,CityC,0,Single,30,1,5.41,162.76
20,84425.95,32.25,5,751.13,Male,CityB,0,Divorced,25,1,4.52,158.68
33,54313.08,64.84,3,636.81,Female,CityB,0,Divorced,31,0,1.81,161.5
40,56946.29,40.12,3,631.47,Female,CityC,0,Single,9,0,6.63,141.02
28,51274.79,71.61,2,704.41,Male,CityC,0,Married,22,0,5.46,159.21
29,44778.65,20.72,0,748.7,Male,CityB,1,Divorced,5,0,3.48,127.64
27,50260.84,89.13,4,802.74,Male,CityA,0,Divorced,22,0,5.26,197.63
49,41640.9,29.45,3,729.13,Male,CityB,0,Married,27,0,7.98,151.03
33,60511.25,37.41,2,778.99,Male,CityA,0,Divorced,29,1,8.21,184.37
25,48450.4,6.75,4,639.4,Female,CityA,1,Married,13,1,6.85,134.36
55,63506.79,12.04,6,807.99,Female,CityA,0,Divorced,36,0,5.21,163.04
29,36661.57,52.07,4,606.93,Male,CityC,0,Married,31,0,6.18,154.31
41,64963.2,27.49,4,674.81,Female,CityC,1,Divorced,33,0,4.47,178.32
45,72502.93,83.71,2,728.03,Female,CityC,0,Single,40,1,2.14,184.11
25,30093.97,2.45,1,619.74,Female,CityB,1,Divorced,21,1,4.47,117.82
45,65610.85,38.53,1,653.65,Male,CityC,1,Divorced,30,1,5.77,172.66
53,78415.03,34.4,1,645.7,Female,CityC,0,Single,6,1,6.39,155.61
43,41855.38,2.91,4,684.49,Female,CityB,1,Single,40,0,9.42,155.99
25,85088.59,13.31,3,771.08,Male,CityB,0,Single,20,1,8.0,174.62
67,66285.29,41.95,4,700.84,Female,CityA,0,Single,15,0,2.37,162.03
45,49424.82,49.79,4,676.85,Male,CityB,1,Married,19,1,2.57,157.38
45,59163.46,41.02,2,555.78,Female,CityB,1,Married,18,1,1.9,128.32
54,68374.9,53.56,6,723.34,Male,CityC,0,Divorced,31,1,7.64,174.72
58,61140.08,59.92,3,739.5,Male,CityA,0,Divorced,14,1,7.36,181.76
53,68081.34,1.98,1,615.0,Female,CityA,1,Divorced,4,0,9.88,145.42
44,46189.9,46.95,3,696.65,Female,CityB,0,Married,10,0,5.7,160.71
34,62540.41,96.39,2,709.65,Male,CityC,0,Divorced,14,0,8.44,199.81
26,38794.28,52.38,2,748.23,Male,CityC,0,Divorced,28,0,6.19,156.14
50,58331.61,68.08,3,663.76,Female,CityC,1,Married,3,0,8.87,189.31
37,46441.39,31.87,3,656.23,Female,CityC,0,Divorced,35,0,7.49,148.74
30,48967.05,77.63,3,677.18,Female,CityB,0,Married,22,0,6.79,169.1
45,78541.4,77.52,3,764.22,Female,CityC,0,Married,14,1,6.09,191.35
65,76369.65,52.61,6,752.19,Male,CityA,1,Single,2,0,7.51,213.02
46,69137.07,97.63,6,698.93,Male,CityA,1,Single,31,1,4.78,201.35
30,43615.31,13.43,3,750.99,Male,CityB,1,Married,9,0,1.87,137.45
63,55253.87,2.68,3,581.57,Female,CityC,0,Married,39,1,1.36,127.28
52,78196.47,77.25,3,739.58,Female,CityC,1,Single,37,0,5.31,209.41
23,62125.75,80.91,2,644.06,Male,CityC,0,Divorced,21,1,6.39,166.69
35,94789.94,12.9,3,788.35,Male,CityC,1,Divorced,13,0,1.71,169.82
68,65899.77,27.29,3,646.79,Male,CityB,0,Divorced,16,0,3.58,166.3
22,62880.74,2.74,3,657.36,Male,CityC,1,Married,20,0,3.9,157.97
64,55363.25,30.04,1,728.12,Male,CityB,0,Single,14,0,6.07,162.42
42,62003.11,77.54,4,732.95,Male,CityC,0,Divorced,14,1,3.51,167.9
19,57712.95,52.28,1,677.68,Female,CityC,1,Single,0,0,1.86,142.44
27,70621.63,35.46,4,718.57,Male,CityA,0,Single,23,0,2.48,160.06
47,74350.53,37.8,2,724.77,Male,CityB,1,Married,11,1,2.57,163.22
67,48210.16,1.13,2,719.66,Male,CityA,1,Divorced,9,0,8.58,149.63
62,40031.51,30.68,5,679.77,Male,CityB,0,Single,30,1,3.56,153.34
22,32456.92,65.0,4,725.26,Male,CityC,0,Married,10,1,7.43,163.44
50,67619.87,97.45,1,770.32,Male,CityC,1,Married,15,0,6.11,211.59
18,43449.5,84.86,1,638.73,Male,CityB,1,Married,8,0,9.79,162.91
35,27706.64,3.34,5,658.0,Female,CityA,1,Divorced,13,1,3.46,131.17
49,65828.68,89.96,3,701.36,Male,CityB,0,Divorced,18,0,2.43,199.83
64,97394.99,78.54,1,647.19,Female,CityB,1,Married,30,1,1.47,186.7
66,59908.94,78.26,1,609.83,Female,CityC,0,Divorced,8,0,3.17,157.83
28,72577.36,46.34,5,754.66,Female,CityA,0,Divorced,35,0,7.16,180.01
38,61227.44,40.4,4,588.56,Male,CityB,1,Single,38,1,1.77,162.41
43,58516.66,30.99,4,679.88,Male,CityA,1,Married,25,0,3.2,144.3
42,73786.15,7.5,1,737.95,Male,CityA,0,Married,7,0,8.7,163.55
39,55645.88,23.6,0,713.33,Male,CityB,0,Divorced,23,0,6.25,147.12
44,64010.88,25.41,4,680.64,Male,CityA,0,Married,7,1,1.63,143.72
66,64825.47,48.92,2,645.13,Male,CityC,0,Married,18,0,1.43,158.87
30,49978.64,75.0,4,717.19,Male,CityC,1,Married,29,1,1.55,173.64
50,74880.64,47.91,1,650.58,Male,CityC,0,Divorced,21,0,9.48,179.9
51,57375.6,6.73,1,713.3,Male,CityC,1,Divorced,8,1,8.65,152.04
58,48663.82,95.82,4,707.05,Male,CityA,1,Divorced,3,0,8.6,176.2
52,68047.65,94.33,2,707.55,Female,CityC,1,Single,36,0,9.32,217.1
18,46522.98,78.73,1,667.98,Male,CityB,0,Married,7,1,5.55,148.65
38,60422.72,99.14,1,801.75,Male,CityC,0,Single,0,0,3.23,186.78
65,59863.22,54.9,3,717.91,Male,CityB,1,Divorced,27,1,4.61,214.41
23,76288.43,96.31,4,686.06,Female,CityB,1,Single,5,0,7.47,201.02
45,67120.47,8.48,2,713.21,Male,CityC,1,Married,35,1,8.88,193.08
34,59624.6,37.2,2,661.28,Male,CityC,1,Married,10,0,4.92,146.72
22,72266.49,23.31,4,680.68,Female,CityA,0,Divorced,4,1,5.82,137.88
48,80853.11,20.39,3,819.6,Male,CityB,1,Divorced,23,0,9.39,190.8
22,68367.15,14.94,1,661.63,Female,CityC,0,Single,17,1,1.97,133.11
55,60155.29,62.62,1,696.11,Female,CityA,0,Divorced,19,1,8.76,170.11
20,40322.46,78.35,3,677.19,Female,CityC,0,Single,27,0,2.43,141.3
40,44023.3,58.25,2,648.02,Female,CityC,0,Married,12,1,5.35,148.87
54,55421.63,15.55,3,721.05,Male,CityC,1,Married,4,1,2.97,136.3
54,50857.32,81.3,2,701.82,Female,CityB,0,Married,29,0,6.43,194.98
27,57195.43,63.96,6,745.55,Female,CityC,1,Married,0,0,6.03,183.73
27,60849.75,39.43,7,740.53,Male,CityA,0,Married,21,0,4.42,158.04
36,67945.39,67.74,4,745.04,Male,CityC,1,Single,17,0,8.77,201.74
34,58942.52,26.73,2,654.09,Male,CityC,1,Married,4,0,6.94,142.84
38,67297.52,35.17,2,732.05,Female,CityA,1,Single,30,0,7.49,179.3
31,60967.12,91.83,0,733.26,Male,CityA,1,Married,5,1,2.36,175.83
26,30368.0,29.76,5,648.95,Female,CityB,1,Single,26,1,8.95,150.3
63,45909.97,47.53,2,684.07,Female,CityB,0,Single,24,1,2.5,163.33
18,57838.69,89.12,4,627.19,Male,CityB,1,Single,28,0,3.01,168.43
68,41854.58,71.06,4,733.48,Male,CityB,0,Divorced,27,0,2.15,181.38
62,68998.93,7.16,4,733.25,Male,CityA,1,Single,15,1,4.96,168.47
30,82961.26,15.58,5,771.52,Male,CityC,0,Single,11,1,8.99,154.86
21,78281.43,1.78,3,688.56,Male,CityC,0,Married,19,0,3.27,129.28
18,56798.36,63.46,3,722.57,Male,CityC,0,Single,17,1,4.36,150.07
66,82360.89,45.32,5,749.39,Female,CityB,1,Single,33,0,8.61,208.64
57,62230.01,14.29,4,662.31,Female,CityA,0,Divorced,22,0,6.56,154.2
49,54943.71,95.84,3,654.7,Male,CityA,1,Married,26,1,7.76,190.8
51,50798.96,53.44,4,663.86,Female,CityA,1,Divorced,16,0,2.93,175.36
45,55462.95,24.95,3,682.54,Female,CityC,0,Divorced,20,0,7.45,163.44
48,54177.35,50.56,3,656.47,Female,CityB,0,Divorced,39,0,3.05,176.36
25,62556.24,68.28,4,666.01,Female,CityA,1,Single,30,0,9.89,165.12
56,62408.61,8.55,3,744.05,Female,CityB,1,Divorced,2,1,6.04,175.25
43,60045.69,28.2,1,695.18,Female,CityA,1,Divorced,16,0,7.26,162.72
51,66554.07,80.89,3,715.33,Male,CityB,1,Married,25,0,2.07,193.67
20,77859.69,46.51,2,672.46,Male,CityA,1,Married,22,1,3.26,165.93
67,74243.31,55.11,2,669.18,Male,CityB,1,Married,5,0,2.26,159.5
29,37726.53,43.85,4,714.28,Female,CityA,0,Married,27,0,4.51,155.03
18,21691.18,5.35,4,706.3,Male,CityA,1,Divorced,7,1,3.56,134.29
61,74014.8,17.41,1,738.9,Male,CityB,1,Married,7,1,7.6,170.14
22,39496.82,45.11,7,765.08,Male,CityB,0,Single,18,0,1.98,141.22
47,56628.52,21.71,3,665.43,Female,CityC,0,Divorced,37,0,7.77,144.6
47,42448.3,5.95,2,743.06,Male,CityB,0,Married,28,1,1.41,130.48
34,32970.29,84.52,6,646.01,Female,CityA,1,Divorced,22,0,2.82,164.75
65,68121.94,98.14,0,803.69,Male,CityA,0,Married,31,0,8.13,221.79
64,71387.33,79.52,6,660.68,Male,CityB,0,Divorced,9,0,7.68,206.29
40,51352.34,85.52,3,734.53,Male,CityC,1,Married,26,1,5.29,198.17
32,21134.37,24.96,3,645.64,Female,CityB,1,Single,0,0,1.45,115.26
54,51806.33,96.1,5,692.4,Female,CityA,1,Married,38,1,6.49,210.05
38,65877.06,20.5,5,777.29,Female,CityA,1,Divorced,28,1,4.66,176.35
31,37816.33,95.19,2,659.11,Female,CityC,0,Divorced,2,1,3.85,142.81
19,62750.4,99.49,4,810.21,Female,CityB,1,Single,36,1,6.76,223.38
28,59770.35,71.46,3,699.74,Male,CityA,0,Divorced,30,0,4.93,164.04
68,68689.37,98.13,6,748.79,Male,CityA,1,Single,10,1,1.83,220.51
56,61793.71,57.38,1,720.15,Female,CityA,0,Divorced,21,0,9.24,175.75
55,45403.97,26.69,3,722.85,Female,CityB,1,Divorced,17,1,8.01,173.66
51,77948.57,44.26,5,628.69,Male,CityB,1,Single,34,1,1.51,164.56
55,57622.06,59.76,3,676.36,Female,CityC,1,Divorced,5,0,5.73,181.02
67,59590.43,8.24,2,759.8,Male,CityA,0,Divorced,2,1,1.75,152.12
51,46000.98,62.61,0,682.78,Female,CityA,0,Single,4,1,8.54,144.15
35,53350.77,98.14,1,706.94,Male,CityC,0,Married,8,0,6.52,174.84
47,46727.96,19.82,4,622.63,Female,CityA,1,Single,27,1,2.55,149.59
32,57405.81,79.47,6,673.12,Female,CityC,0,Divorced,18,1,1.19,172.57
44,85675.63,90.88,2,756.15,Male,CityC,1,Married,27,1,1.28,203.76
68,39421.48,94.43,4,635.87,Male,CityA,1,Married,26,0,5.57,187.89
51,35796.58,96.05,1,735.85,Female,CityB,1,Married,12,1,7.61,190.56
69,82067.55,52.62,1,708.89,Female,CityB,0,Single,37,0,2.09,187.14
55,56860.14,97.75,9,688.2,Male,CityB,1,Married,20,0,2.99,200.33
50,49963.91,75.97,2,686.0,Female,CityB,0,Married,26,0,3.95,163.22
41,75598.57,17.01,2,675.45,Male,CityA,1,Married,5,1,2.96,160.68
32,50915.77,48.21,3,679.9,Male,CityC,1,Divorced,37,1,4.52,171.77
47,87390.15,72.11,4,746.49,Female,CityC,1,Single,10,1,6.04,180.86
59,70168.89,25.49,2,678.4,Male,CityA,0,Single,40,1,7.16,183.86
68,52681.33,64.42,1,790.38,Male,CityB,0,Divorced,16,0,9.67,181.36
34,92359.62,66.99,2,714.98,Female,CityC,1,Married,38,0,9.38,213.8
22,50914.28,17.11,1,671.19,Male,CityA,0,Divorced,6,1,6.13,128.74
46,71131.43,56.94,0,748.67,Male,CityA,0,Divorced,29,1,7.61,167.59
21,64489.39,77.39,3,731.19,Male,CityB,1,Married,20,0,9.56,192.59
27,79526.12,50.39,2,617.29,Male,CityA,1,Married,0,1,1.75,165.46
34,83422.67,2.2,6,648.28,Female,CityC,0,Single,24,1,1.05,154.83
27,60480.06,1.89,2,694.23,Male,CityC,1,Married,31,1,1.27,137.84
34,48698.73,36.35,2,620.82,Female,CityA,1,Divorced,7,1,6.07,151.6
37,66899.58,92.69,2,804.53,Male,CityC,0,Divorced,4,1,7.87,201.56
41,49834.27,23.64,6,741.11,Female,CityA,0,Married,29,1,4.3,166.21
22,90200.81,63.8,1,699.33,Male,CityC,1,Single,7,0,5.91,169.39
51,62048.03,22.99,4,682.86,Female,CityB,0,Divorced,18,0,5.65,170.82
23,54520.18,32.85,4,670.02,Male,CityC,0,Married,29,0,1.85,139.15
19,62770.2,84.96,2,601.8,Male,CityB,1,Single,14,0,3.89,169.62
30,39793.11,73.16,3,613.36,Male,CityB,1,Single,35,1,1.17,159.14
60,45425.79,10.44,0,795.06,Male,CityA,1,Divorced,26,1,2.0,154.74
60,78006.21,43.44,3,778.68,Female,CityB,1,Divorced,12,0,8.31,186.57
65,50146.59,3.89,4,671.21,Female,CityC,0,Single,13,0,8.46,142.81
28,44296.34,48.61,2,745.4,Male,CityC,0,Single,36,0,8.22,169.66
68,68049.79,66.58,4,725.32,Female,CityB,1,Single,29,0,7.54,220.07
64,77785.56,12.73,0,731.21,Male,CityA,1,Married,38,0,8.14,193.9
40,70784.3,29.6,2,628.74,Male,CityB,1,Divorced,12,1,7.04,170.69
33,74940.72,40.39,4,609.59,Female,CityC,1,Single,15,1,7.03,176.77
48,48648.07,92.03,4,759.13,Female,CityC,0,Divorced,6,0,7.01,204.14
28,38672.84,99.33,2,601.04,Female,CityB,0,Divorced,26,0,5.63,162.86
33,82520.0,5.45,3,692.59,Male,CityB,1,Divorced,34,1,4.27,163.11
25,55159.8,76.34,4,681.61,Male,CityB,1,Single,14,1,7.57,179.56
21,56237.5,37.8,4,676.99,Female,CityC,0,Married,27,1,3.69,149.29
57,79922.91,39.85,3,715.72,Male,CityC,0,Single,34,0,5.89,168.98
21,68343.45,75.67,3,666.12,Female,CityC,0,Divorced,6,1,4.9,166.37
42,66838.32,91.92,3,719.79,Female,CityA,0,Single,19,0,3.49,191.4
20,92475.04,95.14,2,707.06,Female,CityC,1,Single,31,0,9.77,216.98
49,50347.23,58.14,3,804.94,Female,CityC,0,Divorced,37,1,3.33,163.02
20,73917.6,36.35,4,630.73,Female,CityA,0,Divorced,39,1,3.78,159.48
44,60855.2,78.97,5,701.46,Female,CityA,0,Single,31,1,2.45,170.71
46,64028.88,25.85,5,721.57,Male,CityA,1,Single,25,0,8.41,184.49
49,82927.03,56.84,1,687.18,Male,CityA,1,Single,38,1,6.28,198.05
67,67617.54,36.5,5,633.15,Female,CityA,0,Single,19,1,6.52,170.19
68,68074.44,66.01,4,762.86,Female,CityA,0,Married,17,0,8.39,186.4
36,76087.61,24.8,2,716.85,Female,CityB,1,Single,14,1,4.09,174.72
38,54525.71,19.97,2,636.66,Male,CityB,1,Married,21,1,2.74,144.0
22,47411.85,91.91,1,721.93,Female,CityB,0,Divorced,21,0,2.79,157.39
35,44327.86,11.08,3,785.08,Female,CityB,1,Married,20,0,7.59,163.69
45,30504.65,51.09,5,698.18,Female,CityC,0,Divorced,1,0,6.53,148.65
59,90843.11,22.86,1,699.89,Male,CityA,1,Married,39,0,2.86,200.13
39,43451.87,4.85,2,778.4,Female,CityC,0,Divorced,17,0,2.31,125.28
38,56681.2,4.57,3,651.48,Male,CityA,0,Single,22,1,2.09,115.88
23,55847.8,18.35,3,786.38,Male,CityA,1,Married,12,1,6.65,160.83
18,64611.1,86.81,3,748.65,Female,CityC,0,Married,40,0,1.0,194.1
22,72236.06,28.97,3,653.79,Male,CityB,1,Divorced,8,1,1.16,168.13
58,72907.1,95.1,5,666.59,Male,CityC,1,Divorced,6,1,4.51,234.27
29,51253.84,58.58,4,673.76,Male,CityC,1,Married,40,0,7.22,167.91
43,57493.17,44.22,3,608.32,Female,CityA,0,Divorced,0,0,7.26,143.76
63,64238.7,58.43,5,713.02,Male,CityA,0,Single,1,0,4.87,159.33
51,56269.63,52.15,4,656.05,Female,CityA,0,Married,3,1,7.22,156.58
66,84110.18,76.12,1,714.83,Female,CityB,1,Single,13,0,5.69,226.05
31,67364.62,28.97,3,635.45,Female,CityC,0,Married,31,1,9.79,153.9
43,71023.17,35.95,3,746.15,Male,CityC,0,Single,35,1,2.46,169.2
62,69943.22,89.52,1,736.88,Female,CityB,0,Married,1,1,6.41,181.53
44,77602.11,94.7,5,664.71,Male,CityC,0,Divorced,39,1,5.42,196.13
26,62715.32,89.36,3,717.98,Male,CityC,1,Married,13,0,2.75,201.56
43,40547.52,42.53,2,704.15,Male,CityA,0,Single,19,1,7.75,138.46
64,65995.32,78.26,3,774.11,Male,CityB,1,Married,24,0,3.48,202.87
39,50229.65,48.16,3,648.38,Female,CityA,1,Single,7,1,4.44,154.99
64,52070.75,50.26,3,692.39,Female,CityB,1,Single,27,0,4.37,177.51
47,68795.46,21.26,1,667.97,Male,CityA,1,Single,20,0,3.2,151.17
60,78574.25,59.52,5,702.24,Female,CityC,0,Divorced,22,0,4.88,204.17
65,60319.07,19.43,1,726.66,Female,CityB,0,Married,31,1,5.26,138.94
34,64632.5,33.82,4,667.41,Female,CityB,0,Single,7,1,7.7,157.43
43,85533.22,85.65,2,681.79,Male,CityA,1,Divorced,30,1,7.89,216.26
53,63611.3,21.5,3,748.3,Female,CityB,0,Single,36,0,2.43,165.02
18,99025.25,8.04,4,767.87,Male,CityC,1,Married,15,1,6.33,165.57
25,68482.64,7.83,3,724.68,Female,CityC,0,Divorced,39,1,9.07,173.81
66,33588.56,94.14,8,693.1,Male,CityC,0,Single,26,1,1.98,197.48
52,71300.12,51.19,2,688.35,Male,CityA,0,Single,39,0,5.26,171.04
69,65717.38,41.53,2,727.41,Male,CityB,1,Single,40,1,7.75,184.59
32,79346.29,81.28,1,711.39,Female,CityA,0,Married,17,1,6.5,170.64
64,70097.72,83.75,1,617.55,Male,CityC,1,Divorced,34,0,1.91,192.95
39,57923.16,33.89,5,728.62,Female,CityB,1,Divorced,14,0,4.57,167.08
31,41635.53,69.67,2,656.97,Male,CityC,1,Divorced,26,0,5.57,165.18
43,56864.65,77.34,0,629.15,Female,CityB,0,Single,16,0,9.96,191.65
45,47242.19,65.81,2,616.58,Male,CityB,0,Divorced,39,0,2.61,155.79
40,51292.15,16.01,5,689.19,Female,CityA,1,Single,1,0,9.84,156.63
31,68828.68,87.71,4,649.17,Male,CityB,1,Married,30,1,4.39,192.32
41,85048.57,54.37,4,583.68,Male,CityC,1,Divorced,36,1,2.8,201.61
19,65920.07,28.96,4,682.08,Male,CityB,1,Single,40,0,4.73,148.91
62,42061.75,43.1,4,675.47,Female,CityC,1,Divorced,40,1,6.53,176.69
43,66669.04,4.72,1,692.5,Male,CityA,0,Divorced,33,0,2.92,148.33
31,77949.47,13.66,3,668.56,Male,CityC,0,Married,33,1,3.62,149.48
68,50853.26,76.79,1,791.47,Male,CityB,0,Divorced,2,0,8.69,170.71
24,57989.74,1.0,4,725.87,Male,CityC,1,Married,16,0,9.99,157.03
20,60220.32,42.24,4,675.02,Female,CityC,1,Divorced,13,1,3.86,140.74
64,48226.53,52.73,3,696.82,Male,CityB,0,Divorced,13,1,2.34,163.24
40,69724.21,6.41,3,770.73,Male,CityC,0,Divorced,37,1,8.14,163.79
63,58185.78,97.33,3,747.83,Female,CityB,1,Divorced,34,1,6.4,211.43
60,66292.99,23.39,4,630.19,Female,CityA,1,Divorced,0,1,1.9,158.12
64,46687.62,31.12,2,651.29,Female,CityC,1,Divorced,28,1,9.52,160.24
62,53438.13,31.09,3,660.91,Male,CityA,0,Married,3,1,1.7,122.43
35,70835.72,23.81,4,678.02,Female,CityC,1,Married,32,1,6.63,163.78
